fair_mkt_rent,area_name,county_name,pop2010,state,metro
1019,"Somerset County, ME",Madison town,4855,ME,0
1019,"Somerset County, ME",Mercer town,664,ME,0
1019,"Somerset County, ME",Moose River town,218,ME,0
1019,"Somerset County, ME",Moscow town,512,ME,0
1019,"Somerset County, ME",New Portland town,718,ME,0
1019,"Somerset County, ME",Norridgewock town,3367,ME,0
1019,"Somerset County, ME",Northeast Somerset UT,390,ME,0
1019,"Somerset County, ME",Northwest Somerset UT,62,ME,0
1019,"Somerset County, ME",Palmyra town,1986,ME,0
1019,"Somerset County, ME",Pittsfield town,4215,ME,0
1019,"Somerset County, ME",Pleasant Ridge plantation,93,ME,0
1019,"Somerset County, ME",Ripley town,488,ME,0
1019,"Somerset County, ME",St. Albans town,2005,ME,0
1019,"Somerset County, ME",Seboomook Lake UT,48,ME,0
1019,"Somerset County, ME",Skowhegan town,8589,ME,0
1019,"Somerset County, ME",Smithfield town,1033,ME,0
1019,"Somerset County, ME",Solon town,1053,ME,0
1019,"Somerset County, ME",Starks town,640,ME,0
1019,"Somerset County, ME",The Forks plantation,37,ME,0
1019,"Somerset County, ME",West Forks plantation,60,ME,0
1150,"Waldo County, ME",Belfast city,6668,ME,0
1150,"Waldo County, ME",Belmont town,942,ME,0
1150,"Waldo County, ME",Brooks town,1078,ME,0
1150,"Waldo County, ME",Burnham town,1164,ME,0
1150,"Waldo County, ME",Frankfort town,1124,ME,0
1150,"Waldo County, ME",Freedom town,719,ME,0
1150,"Waldo County, ME",Islesboro town,566,ME,0
1150,"Waldo County, ME",Jackson town,548,ME,0
1150,"Waldo County, ME",Knox town,806,ME,0
1150,"Waldo County, ME",Liberty town,913,ME,0
1150,"Waldo County, ME",Lincolnville town,2164,ME,0
1150,"Waldo County, ME",Monroe town,890,ME,0
1150,"Waldo County, ME",Montville town,1032,ME,0
1150,"Waldo County, ME",Morrill town,884,ME,0
1150,"Waldo County, ME",Northport town,1520,ME,0
1150,"Waldo County, ME",Palermo town,1535,ME,0
1150,"Waldo County, ME",Prospect town,709,ME,0
1150,"Waldo County, ME",Searsmont town,1392,ME,0
1150,"Waldo County, ME",Searsport town,2615,ME,0
1150,"Waldo County, ME",Stockton Springs town,1591,ME,0
1150,"Waldo County, ME",Swanville town,1388,ME,0
1150,"Waldo County, ME",Thorndike town,890,ME,0
1150,"Waldo County, ME",Troy town,1030,ME,0
1150,"Waldo County, ME",Unity town,2099,ME,0
1150,"Waldo County, ME",Waldo town,762,ME,0
1150,"Waldo County, ME",Winterport town,3757,ME,0
1053,"Washington County, ME",Addison town,1266,ME,0
1053,"Washington County, ME",Alexander town,499,ME,0
1053,"Washington County, ME",Baileyville town,1521,ME,0
1053,"Washington County, ME",Baring plantation,251,ME,0
1053,"Washington County, ME",Beals town,508,ME,0
1053,"Washington County, ME",Beddington town,50,ME,0
1053,"Washington County, ME",Calais city,3123,ME,0
1053,"Washington County, ME",Centerville town,,ME,0
1053,"Washington County, ME",Charlotte town,332,ME,0
1053,"Washington County, ME",Cherryfield town,1232,ME,0
1053,"Washington County, ME",Codyville plantation,24,ME,0
1053,"Washington County, ME",Columbia town,486,ME,0
1053,"Washington County, ME",Columbia Falls town,560,ME,0
1053,"Washington County, ME",Cooper town,154,ME,0
1053,"Washington County, ME",Crawford town,105,ME,0
1053,"Washington County, ME",Cutler town,507,ME,0
1053,"Washington County, ME",Danforth town,589,ME,0
1053,"Washington County, ME",Deblois town,57,ME,0
1053,"Washington County, ME",Dennysville town,342,ME,0
1053,"Washington County, ME",East Central Washington UT,728,ME,0
1053,"Washington County, ME",East Machias town,1368,ME,0
1053,"Washington County, ME",Eastport city,1331,ME,0
1053,"Washington County, ME",Grand Lake Stream plantation,109,ME,0
1053,"Washington County, ME",Harrington town,1004,ME,0
1053,"Washington County, ME",Jonesboro town,583,ME,0
1053,"Washington County, ME",Jonesport town,1370,ME,0
1053,"Washington County, ME",Lubec town,1359,ME,0
1053,"Washington County, ME",Machias town,2221,ME,0
1053,"Washington County, ME",Machiasport town,1119,ME,0
1053,"Washington County, ME",Marshfield town,518,ME,0
1053,"Washington County, ME",Meddybemps town,157,ME,0
1053,"Washington County, ME",Milbridge town,1353,ME,0
1053,"Washington County, ME",Northfield town,148,ME,0
1053,"Washington County, ME",North Washington UT,499,ME,0
1053,"Washington County, ME",Passamaquoddy Indian Township Reservation,718,ME,0
1053,"Washington County, ME",Passamaquoddy Pleasant Point Reservation,749,ME,0
1053,"Washington County, ME",Pembroke town,840,ME,0
1053,"Washington County, ME",Perry town,889,ME,0
1053,"Washington County, ME",Princeton town,832,ME,0
1053,"Washington County, ME",Robbinston town,574,ME,0
1053,"Washington County, ME",Roque Bluffs town,303,ME,0
1053,"Washington County, ME",Steuben town,1131,ME,0
1053,"Washington County, ME",Talmadge town,64,ME,0
1053,"Washington County, ME",Topsfield town,237,ME,0
1053,"Washington County, ME",Vanceboro town,140,ME,0
1053,"Washington County, ME",Waite town,101,ME,0
1053,"Washington County, ME",Wesley town,98,ME,0
1053,"Washington County, ME",Whiting town,487,ME,0
1053,"Washington County, ME",Whitneyville town,220,ME,0
1289,"York County, ME (part) HUD Metro FMR Area",Acton town,2447,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Alfred town,3019,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Arundel town,4022,ME,1
1533,"York-Kittery-South Berwick, ME HUD Metro FMR Area",Berwick town,7246,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Biddeford city,21277,ME,1
1492,"Portland, ME HUD Metro FMR Area",Buxton town,8034,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Cornish town,1403,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Dayton town,1965,ME,1
1533,"York-Kittery-South Berwick, ME HUD Metro FMR Area",Eliot town,6204,ME,1
1492,"Portland, ME HUD Metro FMR Area",Hollis town,4281,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Kennebunk town,10798,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Kennebunkport town,3474,ME,1
1533,"York-Kittery-South Berwick, ME HUD Metro FMR Area",Kittery town,9490,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Lebanon town,6031,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Limerick town,2892,ME,1
1492,"Portland, ME HUD Metro FMR Area",Limington town,3713,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Lyman town,4344,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Newfield town,1522,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",North Berwick town,4576,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Ogunquit town,892,ME,1
1492,"Portland, ME HUD Metro FMR Area",Old Orchard Beach town,8624,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Parsonsfield town,1898,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Saco city,18482,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Sanford town,20798,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Shapleigh town,2668,ME,1
1533,"York-Kittery-South Berwick, ME HUD Metro FMR Area",South Berwick town,7220,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Waterboro town,7693,ME,1
1289,"York County, ME (part) HUD Metro FMR Area",Wells town,9589,ME,1
1533,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York town,12529,ME,1
997,"Cumberland, MD-WV MSA",Allegany County,75087,MD,1
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Anne Arundel County,537656,MD,1
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Baltimore County,805029,MD,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Calvert County,88737,MD,1
1257,"Caroline County, MD",Caroline County,33066,MD,0
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Carroll County,167134,MD,1
1546,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Cecil County,101108,MD,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Charles County,146551,MD,1
1117,"Dorchester County, MD",Dorchester County,32618,MD,0
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Frederick County,233385,MD,1
874,"Garrett County, MD",Garrett County,30097,MD,0
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Harford County,244826,MD,1
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Howard County (ex. Columbia City),287085,MD,1
2202,"Columbia city, MD HUD Metro FMR Area",Columbia city,99615,MD,1
1534,"Kent County, MD",Kent County,20197,MD,0
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Montgomery County,971777,MD,1
2451,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince George's County,863420,MD,1
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Queen Anne's County,47798,MD,1
2187,"St. Mary's County, MD",St. Mary's County,105151,MD,0
965,"Somerset County, MD HUD Metro FMR Area",Somerset County,26470,MD,1
1792,"Talbot County, MD",Talbot County,37782,MD,0
1203,"Hagerstown, MD HUD Metro FMR Area",Washington County,147430,MD,1
1308,"Salisbury, MD HUD Metro FMR Area",Wicomico County,98733,MD,1
1337,"Worcester County, MD",Worcester County,51454,MD,0
1713,"Baltimore-Towson, MD HUD Metro FMR Area",Baltimore city,620961,MD,1
1695,"Barnstable Town, MA MSA",Barnstable Town city,45193,MA,1
1695,"Barnstable Town, MA MSA",Bourne town,19754,MA,1
1695,"Barnstable Town, MA MSA",Brewster town,9820,MA,1
1695,"Barnstable Town, MA MSA",Chatham town,6125,MA,1
1695,"Barnstable Town, MA MSA",Dennis town,14207,MA,1
1695,"Barnstable Town, MA MSA",Eastham town,4956,MA,1
1695,"Barnstable Town, MA MSA",Falmouth town,31531,MA,1
1695,"Barnstable Town, MA MSA",Harwich town,12243,MA,1
1695,"Barnstable Town, MA MSA",Mashpee town,14006,MA,1
1695,"Barnstable Town, MA MSA",Orleans town,5890,MA,1
1695,"Barnstable Town, MA MSA",Provincetown town,2942,MA,1
1695,"Barnstable Town, MA MSA",Sandwich town,20675,MA,1
1695,"Barnstable Town, MA MSA",Truro town,2003,MA,1
1695,"Barnstable Town, MA MSA",Wellfleet town,2750,MA,1
1695,"Barnstable Town, MA MSA",Yarmouth town,23793,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Adams town,8485,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Alford town,494,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Becket town,1779,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Cheshire town,3235,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Clarksburg town,1702,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Dalton town,6756,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Egremont town,1225,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Florida town,752,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Great Barrington town,7104,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Hancock town,717,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Hinsdale town,2032,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Lanesborough town,3091,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Lee town,5943,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Lenox town,5025,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Monterey town,961,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Mount Washington town,167,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",New Ashford town,228,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",New Marlborough town,1509,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",North Adams city,13708,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Otis town,1612,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Peru town,847,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Pittsfield city,44737,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Richmond town,1475,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Sandisfield town,915,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Savoy town,692,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Sheffield town,3257,MA,1
1178,"Pittsfield, MA HUD Metro FMR Area",Stockbridge town,1947,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Tyringham town,327,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Washington town,538,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",West Stockbridge town,1306,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Williamstown town,7754,MA,1
1291,"Berkshire County, MA (part) HUD Metro FMR Area",Windsor town,899,MA,1
1128,"New Bedford, MA HUD Metro FMR Area",Acushnet town,10303,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Attleboro city,43593,MA,1
1394,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Berkley town,6411,MA,1
1128,"New Bedford, MA HUD Metro FMR Area",Dartmouth town,34032,MA,1
1394,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Dighton town,7086,MA,1
1839,"Easton-Raynham, MA HUD Metro FMR Area",Easton town,23112,MA,1
1128,"New Bedford, MA HUD Metro FMR Area",Fairhaven town,15873,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Fall River city,88857,MA,1
1128,"New Bedford, MA HUD Metro FMR Area",Freetown town,8870,MA,1
1394,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Mansfield town,23184,MA,1
1128,"New Bedford, MA HUD Metro FMR Area",New Bedford city,95072,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",North Attleborough town,28712,MA,1
1394,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Norton town,19031,MA,1
1839,"Easton-Raynham, MA HUD Metro FMR Area",Raynham town,13383,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Rehoboth town,11608,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Seekonk town,13722,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Somerset town,18165,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Swansea town,15865,MA,1
1394,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Taunton city,55874,MA,1
1407,"Providence-Fall River, RI-MA HUD Metro FMR Area",Westport town,15532,MA,1
1731,"Dukes County, MA",Aquinnah town,311,MA,0
1731,"Dukes County, MA",Chilmark town,866,MA,0
1731,"Dukes County, MA",Edgartown town,4067,MA,0
1731,"Dukes County, MA",Gosnold town,75,MA,0
1731,"Dukes County, MA",Oak Bluffs town,4527,MA,0
1731,"Dukes County, MA",Tisbury town,3949,MA,0
1731,"Dukes County, MA",West Tisbury town,2740,MA,0
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Amesbury Town city,16283,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Andover town,33201,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Beverly city,39502,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Boxford town,7965,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Danvers town,26493,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Essex town,3504,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Georgetown town,8183,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Gloucester city,28789,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Groveland town,6459,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Hamilton town,7764,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Haverhill city,60879,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Ipswich town,13175,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Lawrence city,76377,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Lynn city,90329,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Lynnfield town,11596,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Manchester-by-the-Sea town,5136,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Marblehead town,19808,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Merrimac town,6338,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",Methuen city,47255,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Middleton town,8987,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Nahant town,3410,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Newbury town,6666,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Newburyport city,17416,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",North Andover town,28352,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Peabody city,51251,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Rockport town,6952,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Rowley town,5856,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Salem city,41340,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Salisbury town,8283,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Saugus town,26628,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Swampscott town,13787,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Topsfield town,6085,MA,1
2023,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Wenham town,4875,MA,1
1561,"Lawrence, MA-NH HUD Metro FMR Area",West Newbury town,4235,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Ashfield town,1737,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Bernardston town,2129,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Buckland town,1902,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Charlemont town,1266,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Colrain town,1671,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Conway town,1897,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Deerfield town,5125,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Erving town,1800,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Gill town,1500,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Greenfield Town city,17456,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Hawley town,337,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Heath town,706,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Leverett town,1851,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Leyden town,711,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Monroe town,121,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Montague town,8437,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",New Salem town,990,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Northfield town,3032,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Orange town,7839,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Rowe town,393,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Shelburne town,1893,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Shutesbury town,1771,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Sunderland town,3684,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Warwick town,780,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Wendell town,848,MA,1
1461,"Franklin County, MA (part) HUD Metro FMR Area",Whately town,1496,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Agawam Town city,28438,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Blandford town,1233,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Brimfield town,3609,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Chester town,1337,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Chicopee city,55298,MA,1
1314,"Springfield, MA HUD Metro FMR Area",East Longmeadow town,15720,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Granville town,1566,MA,1
1314,"Springfield, MA HUD Metro FMR Area",Hampden town,5139,MA,1
