two_bed,studio,one_bed,three_bed,four_bed,county_name,pop2010,state,metro
1001,639,801,1320,1575,Hopkinton town,5589,NH,0
1001,639,801,1320,1575,Loudon town,5317,NH,0
1001,639,801,1320,1575,Newbury town,2072,NH,0
1001,639,801,1320,1575,New London town,4397,NH,0
1001,639,801,1320,1575,Northfield town,4829,NH,0
1001,639,801,1320,1575,Pembroke town,7115,NH,0
1001,639,801,1320,1575,Pittsfield town,4106,NH,0
1001,639,801,1320,1575,Salisbury town,1382,NH,0
1001,639,801,1320,1575,Sutton town,1837,NH,0
1001,639,801,1320,1575,Warner town,2833,NH,0
1001,639,801,1320,1575,Webster town,1872,NH,0
1001,639,801,1320,1575,Wilmot town,1358,NH,0
1168,798,910,1455,1561,Atkinson town,6751,NH,1
1285,937,950,1764,1770,Auburn town,4953,NH,1
1064,718,837,1458,1521,Brentwood town,4486,NH,1
1285,937,950,1764,1770,Candia town,3909,NH,1
1168,798,910,1455,1561,Chester town,4768,NH,1
1168,798,910,1455,1561,Danville town,4387,NH,1
1285,937,950,1764,1770,Deerfield town,4280,NH,1
1168,798,910,1455,1561,Derry town,33109,NH,1
1064,718,837,1458,1521,East Kingston town,2357,NH,1
1064,718,837,1458,1521,Epping town,6411,NH,1
1064,718,837,1458,1521,Exeter town,14306,NH,1
1168,798,910,1455,1561,Fremont town,4283,NH,1
1064,718,837,1458,1521,Greenland town,3549,NH,1
1168,798,910,1455,1561,Hampstead town,8523,NH,1
1064,718,837,1458,1521,Hampton town,15430,NH,1
1064,718,837,1458,1521,Hampton Falls town,2236,NH,1
1064,718,837,1458,1521,Kensington town,2124,NH,1
1168,798,910,1455,1561,Kingston town,6025,NH,1
1285,937,950,1764,1770,Londonderry town,24129,NH,1
1064,718,837,1458,1521,New Castle town,968,NH,1
1064,718,837,1458,1521,Newfields town,1680,NH,1
1064,718,837,1458,1521,Newington town,753,NH,1
1064,718,837,1458,1521,Newmarket town,8936,NH,1
1168,798,910,1455,1561,Newton town,4603,NH,1
1064,718,837,1458,1521,North Hampton town,4301,NH,1
1285,937,950,1764,1770,Northwood town,4241,NH,1
1285,937,950,1764,1770,Nottingham town,4785,NH,1
1168,798,910,1455,1561,Plaistow town,7609,NH,1
1064,718,837,1458,1521,Portsmouth city,20779,NH,1
1168,798,910,1455,1561,Raymond town,10138,NH,1
1064,718,837,1458,1521,Rye town,5298,NH,1
1168,798,910,1455,1561,Salem town,28776,NH,1
1168,798,910,1455,1561,Sandown town,5986,NH,1
1494,1071,1196,1861,2023,Seabrook town,8693,NH,1
1494,1071,1196,1861,2023,South Hampton town,814,NH,1
1064,718,837,1458,1521,Stratham town,7255,NH,1
1168,798,910,1455,1561,Windham town,13592,NH,1
1064,718,837,1458,1521,Barrington town,8576,NH,1
1064,718,837,1458,1521,Dover city,29987,NH,1
1064,718,837,1458,1521,Durham town,14638,NH,1
1064,718,837,1458,1521,Farmington town,6786,NH,1
1064,718,837,1458,1521,Lee town,4330,NH,1
1064,718,837,1458,1521,Madbury town,1771,NH,1
1064,718,837,1458,1521,Middleton town,1783,NH,1
1064,718,837,1458,1521,Milton town,4598,NH,1
1064,718,837,1458,1521,New Durham town,2638,NH,1
1064,718,837,1458,1521,Rochester city,29752,NH,1
1064,718,837,1458,1521,Rollinsford town,2527,NH,1
1064,718,837,1458,1521,Somersworth city,11766,NH,1
1064,718,837,1458,1521,Strafford town,3991,NH,1
998,718,819,1352,1375,Acworth town,891,NH,0
998,718,819,1352,1375,Charlestown town,5114,NH,0
998,718,819,1352,1375,Claremont city,13355,NH,0
998,718,819,1352,1375,Cornish town,1640,NH,0
998,718,819,1352,1375,Croydon town,764,NH,0
998,718,819,1352,1375,Goshen town,810,NH,0
998,718,819,1352,1375,Grantham town,2985,NH,0
998,718,819,1352,1375,Langdon town,688,NH,0
998,718,819,1352,1375,Lempster town,1154,NH,0
998,718,819,1352,1375,Newport town,6507,NH,0
998,718,819,1352,1375,Plainfield town,2364,NH,0
998,718,819,1352,1375,Springfield town,1311,NH,0
998,718,819,1352,1375,Sunapee town,3365,NH,0
998,718,819,1352,1375,Unity town,1671,NH,0
998,718,819,1352,1375,Washington town,1123,NH,0
1176,817,947,1626,1890,Atlantic County,274549,NJ,1
1371,1070,1156,1776,2014,Bergen County,905116,NJ,1
1156,814,959,1440,1546,Burlington County,448734,NJ,1
1156,814,959,1440,1546,Camden County,513657,NJ,1
1122,668,833,1588,1671,Cape May County,97265,NJ,1
1115,784,905,1432,1795,Cumberland County,156898,NJ,1
1269,1025,1063,1637,1871,Essex County,783969,NJ,1
1156,814,959,1440,1546,Gloucester County,288288,NJ,1
1315,1009,1109,1673,1847,Hudson County,634266,NJ,1
1495,952,1214,1940,2545,Hunterdon County,128349,NJ,1
1269,932,1053,1659,1919,Mercer County,366513,NJ,1
1495,952,1214,1940,2545,Middlesex County,809858,NJ,1
1373,936,1106,1903,2239,Monmouth County,630380,NJ,1
1269,1025,1063,1637,1871,Morris County,492276,NJ,1
1373,936,1106,1903,2239,Ocean County,576567,NJ,1
1371,1070,1156,1776,2014,Passaic County,501226,NJ,1
1156,814,959,1440,1546,Salem County,66083,NJ,1
1495,952,1214,1940,2545,Somerset County,323444,NJ,1
1269,1025,1063,1637,1871,Sussex County,149265,NJ,1
1269,1025,1063,1637,1871,Union County,536499,NJ,1
1124,687,921,1469,1638,Warren County,108692,NJ,1
836,543,682,1210,1481,Bernalillo County,662564,NM,1
631,473,532,930,947,Catron County,3725,NM,0
631,425,466,891,1101,Chaves County,65645,NM,0
631,479,482,871,1118,Cibola County,27213,NM,0
645,474,477,803,862,Colfax County,13750,NM,0
631,466,469,922,1118,Curry County,48376,NM,0
631,473,532,930,947,De Baca County,2022,NM,0
634,445,534,907,1008,Dona Ana County,209233,NM,1
728,534,548,935,973,Eddy County,53829,NM,0
631,473,532,930,1015,Grant County,29514,NM,0
631,473,491,930,947,Guadalupe County,4687,NM,0
631,473,491,836,947,Harding County,695,NM,0
631,473,491,930,947,Hidalgo County,4894,NM,0
715,525,528,909,962,Lea County,64727,NM,0
820,488,606,1021,1096,Lincoln County,20497,NM,0
1006,603,776,1315,1704,Los Alamos County,17950,NM,0
631,473,531,910,913,Luna County,25095,NM,0
749,577,632,933,1001,McKinley County,71492,NM,0
631,473,532,831,947,Mora County,4881,NM,0
631,389,532,921,1118,Otero County,63797,NM,0
631,463,466,811,843,Quay County,9041,NM,0
631,375,466,786,843,Rio Arriba County,40246,NM,0
672,400,521,837,1190,Roosevelt County,19846,NM,0
836,543,682,1210,1481,Sandoval County,131561,NM,1
725,499,536,903,969,San Juan County,130044,NM,1
638,380,524,843,873,San Miguel County,29393,NM,0
953,739,804,1278,1366,Santa Fe County,144170,NM,1
631,429,466,786,947,Sierra County,11988,NM,0
631,444,466,786,1118,Socorro County,17866,NM,0
810,563,677,1009,1082,Taos County,32937,NM,0
836,543,682,1210,1481,Torrance County,16383,NM,1
631,463,466,914,947,Union County,4549,NM,0
836,543,682,1210,1481,Valencia County,76569,NM,1
968,690,782,1206,1294,Albany County,304204,NY,1
663,528,531,867,975,Allegany County,48946,NY,0
1481,1196,1249,1904,2134,Bronx County,1385108,NY,1
742,549,581,1058,1199,Broome County,200600,NY,1
715,517,567,949,1016,Cattaraugus County,80317,NY,0
749,554,589,982,1172,Cayuga County,80026,NY,0
677,516,519,961,986,Chautauqua County,134905,NY,0
758,481,578,971,1088,Chemung County,88830,NY,1
656,520,523,930,960,Chenango County,50477,NY,0
845,589,662,1134,1223,Clinton County,82128,NY,0
923,738,743,1196,1535,Columbia County,63096,NY,0
751,594,603,970,1004,Cortland County,49336,NY,0
718,566,569,900,1032,Delaware County,47980,NY,0
1188,837,966,1488,1588,Dutchess County,297488,NY,1
768,581,617,982,1111,Erie County,919040,NY,1
834,553,650,1039,1287,Essex County,39370,NY,0
727,561,565,1045,1156,Franklin County,51599,NY,0
722,558,562,954,1093,Fulton County,55531,NY,0
744,458,593,954,1053,Genesee County,60079,NY,0
897,669,757,1200,1326,Greene County,49221,NY,0
675,514,569,841,971,Hamilton County,4836,NY,0
714,551,561,946,1062,Herkimer County,64519,NY,1
1050,702,808,1335,1507,Jefferson County,116229,NY,0
1481,1196,1249,1904,2134,Kings County,2504700,NY,1
708,539,583,1043,1094,Lewis County,27087,NY,0
867,585,712,1093,1168,Livingston County,65393,NY,1
792,555,619,1039,1140,Madison County,73442,NY,1
867,585,712,1093,1168,Monroe County,744344,NY,1
763,601,605,950,1077,Montgomery County,50219,NY,0
1718,1100,1395,2234,2572,Nassau County,1339532,NY,1
1481,1196,1249,1904,2134,New York County,1585873,NY,1
768,581,617,982,1111,Niagara County,216469,NY,1
714,551,561,946,1062,Oneida County,234878,NY,1
792,555,619,1039,1140,Onondaga County,467026,NY,1
867,585,712,1093,1168,Ontario County,107931,NY,1
1188,837,966,1488,1588,Orange County,372813,NY,1
867,585,712,1093,1168,Orleans County,42883,NY,1
792,555,619,1039,1140,Oswego County,122109,NY,1
839,624,676,1127,1198,Otsego County,62259,NY,0
1481,1196,1249,1904,2134,Putnam County,99710,NY,1
1481,1196,1249,1904,2134,Queens County,2230722,NY,1
968,690,782,1206,1294,Rensselaer County,159429,NY,1
1481,1196,1249,1904,2134,Richmond County,468730,NY,1
1481,1196,1249,1904,2134,Rockland County,311687,NY,1
777,539,612,1043,1129,St. Lawrence County,111944,NY,0
968,690,782,1206,1294,Saratoga County,219607,NY,1
968,690,782,1206,1294,Schenectady County,154727,NY,1
968,690,782,1206,1294,Schoharie County,32749,NY,1
678,516,564,978,1158,Schuyler County,18343,NY,0
712,486,601,1016,1020,Seneca County,35251,NY,0
696,481,568,900,1014,Steuben County,98990,NY,0
1718,1100,1395,2234,2572,Suffolk County,1493350,NY,1
856,686,690,1113,1516,Sullivan County,77547,NY,0
742,549,581,1058,1199,Tioga County,51125,NY,1
1146,780,957,1588,1593,Tompkins County,101564,NY,1
1110,689,856,1455,1686,Ulster County,182493,NY,1
863,555,710,1159,1324,Warren County,65707,NY,1
863,555,710,1159,1324,Washington County,63216,NY,1
867,585,712,1093,1168,Wayne County,93772,NY,1
1591,1062,1292,2035,2363,Westchester County,949113,NY,1
694,456,513,905,927,Wyoming County,42155,NY,0
730,555,561,996,1293,Yates County,25348,NY,0
695,548,551,903,929,Alamance County,151131,NC,1
632,511,533,827,1028,Alexander County,37198,NC,1
632,511,533,905,908,Alleghany County,11155,NC,0
632,484,533,925,1119,Anson County,26948,NC,1
632,441,482,787,845,Ashe County,27281,NC,0
709,520,524,1045,1048,Avery County,17797,NC,0
632,489,492,931,1050,Beaufort County,47759,NC,0
632,464,467,837,845,Bertie County,21282,NC,0
632,464,467,787,845,Bladen County,35190,NC,0
847,639,685,1117,1274,Brunswick County,107431,NC,1
857,510,723,1100,1426,Buncombe County,238318,NC,1
632,511,533,827,1028,Burke County,90912,NC,1
831,636,701,1120,1389,Cabarrus County,178011,NC,1
632,511,533,827,1028,Caldwell County,83029,NC,1
808,643,647,1006,1216,Camden County,9980,NC,0
819,662,691,1171,1451,Carteret County,66469,NC,0
632,464,467,904,979,Caswell County,23719,NC,0
632,511,533,827,1028,Catawba County,154358,NC,1
874,597,737,1127,1320,Chatham County,63505,NC,1
632,464,467,835,1073,Cherokee County,27444,NC,0
632,511,533,838,1119,Chowan County,14793,NC,0
632,511,533,931,1119,Clay County,10587,NC,0
632,498,501,877,917,Cleveland County,98078,NC,0
632,511,516,787,845,Columbus County,58098,NC,0
761,453,562,987,1328,Craven County,103505,NC,0
774,601,605,1035,1303,Cumberland County,319431,NC,1
1107,894,920,1530,1926,Currituck County,23547,NC,1
883,622,653,1239,1480,Dare County,33920,NC,0
632,474,502,880,996,Davidson County,162878,NC,0
687,540,561,991,1046,Davie County,41240,NC,1
632,499,502,787,923,Duplin County,58505,NC,0
874,597,737,1127,1320,Durham County,267587,NC,1
659,530,533,899,948,Edgecombe County,56552,NC,1
687,540,561,991,1046,Forsyth County,350670,NC,1
918,663,774,1189,1477,Franklin County,60619,NC,1
831,636,701,1120,1389,Gaston County,206086,NC,1
632,503,506,840,1111,Gates County,12197,NC,0
632,464,467,931,1119,Graham County,8861,NC,0
681,550,572,848,925,Granville County,59916,NC,0
632,464,467,793,845,Greene County,21362,NC,1
704,518,594,957,1080,Guilford County,488406,NC,1
645,470,534,841,1138,Halifax County,54691,NC,0
697,512,515,927,1137,Harnett County,114678,NC,0
811,625,629,1125,1436,Haywood County,59036,NC,1
857,510,723,1100,1426,Henderson County,106740,NC,1
632,511,533,787,1119,Hertford County,24669,NC,0
632,491,494,879,1090,Hoke County,46952,NC,1
779,620,623,970,1041,Hyde County,5810,NC,0
722,583,609,937,1276,Iredell County,159437,NC,0
654,508,511,848,1065,Jackson County,40271,NC,0
918,663,774,1189,1477,Johnston County,168878,NC,1
632,511,533,828,845,Jones County,10153,NC,0
703,568,593,876,939,Lee County,57866,NC,0
644,383,493,802,881,Lenoir County,59495,NC,0
632,511,533,861,864,Lincoln County,78265,NC,0
632,464,467,789,1034,McDowell County,44996,NC,0
724,532,535,902,968,Macon County,33922,NC,0
857,510,723,1100,1426,Madison County,20764,NC,1
632,511,533,787,845,Martin County,24505,NC,0
831,636,701,1120,1389,Mecklenburg County,919628,NC,1
632,464,467,813,951,Mitchell County,15579,NC,0
632,496,499,829,949,Montgomery County,27798,NC,0
790,638,657,1158,1393,Moore County,88247,NC,0
659,530,533,899,948,Nash County,95840,NC,1
847,639,685,1117,1274,New Hanover County,202667,NC,1
632,470,473,843,1084,Northampton County,22099,NC,0
773,624,629,1087,1369,Onslow County,177772,NC,1
874,597,737,1127,1320,Orange County,133801,NC,1
632,464,467,902,1106,Pamlico County,13144,NC,0
782,618,622,1051,1233,Pasquotank County,40661,NC,0
672,493,497,990,1120,Pender County,52217,NC,1
675,545,569,995,1196,Perquimans County,13453,NC,0
663,453,490,826,950,Person County,39464,NC,1
689,530,533,934,1220,Pitt County,168148,NC,1
728,547,551,907,1210,Polk County,20510,NC,0
704,518,594,957,1080,Randolph County,141752,NC,1
632,511,533,837,845,Richmond County,46639,NC,0
632,482,485,802,973,Robeson County,134168,NC,0
632,497,500,787,845,Rockingham County,93643,NC,1
678,521,524,903,1041,Rowan County,138428,NC,0
632,511,533,896,1052,Rutherford County,67810,NC,0
632,376,509,853,981,Sampson County,63431,NC,0
663,487,490,848,886,Scotland County,36157,NC,0
632,376,480,873,1103,Stanly County,60585,NC,0
687,540,561,991,1046,Stokes County,47401,NC,1
632,511,533,931,1119,Surry County,73673,NC,0
646,474,477,805,974,Swain County,13981,NC,0
652,495,498,868,872,Transylvania County,33090,NC,0
632,511,533,809,951,Tyrrell County,4407,NC,0
831,636,701,1120,1389,Union County,201292,NC,1
657,391,486,818,958,Vance County,45422,NC,0
918,663,774,1189,1477,Wake County,900993,NC,1
632,392,480,931,1119,Warren County,20972,NC,0
824,655,659,1181,1391,Washington County,13228,NC,0
844,502,656,1183,1377,Watauga County,51079,NC,0
637,452,471,830,1015,Wayne County,122623,NC,1
632,474,533,787,1055,Wilkes County,69340,NC,0
715,457,528,951,956,Wilson County,81234,NC,0
687,540,561,991,1046,Yadkin County,38406,NC,1
632,474,477,795,845,Yancey County,17818,NC,0
600,477,480,884,887,Adams County,2343,ND,0
636,499,502,792,850,Barnes County,11066,ND,0
600,485,506,884,887,Benson County,6660,ND,0
612,487,490,762,830,Billings County,783,ND,0
600,440,443,747,802,Bottineau County,6429,ND,0
645,521,544,950,954,Bowman County,3151,ND,0
600,462,465,776,802,Burke County,1968,ND,0
759,535,607,1076,1269,Burleigh County,81308,ND,1
715,456,553,1054,1246,Cass County,149778,ND,1
600,440,443,836,995,Cavalier County,3993,ND,0
600,485,506,801,814,Dickey County,5289,ND,0
600,477,480,836,839,Divide County,2071,ND,0
600,462,465,884,887,Dunn County,3536,ND,0
600,485,506,884,887,Eddy County,2385,ND,0
600,485,506,884,1001,Emmons County,3550,ND,0
600,466,469,883,1063,Foster County,3343,ND,0
600,485,506,836,839,Golden Valley County,1680,ND,0
719,441,537,973,1173,Grand Forks County,66861,ND,1
600,440,443,836,839,Grant County,2394,ND,0
600,485,506,884,1063,Griggs County,2420,ND,0
600,485,506,884,887,Hettinger County,2477,ND,0
600,447,450,867,870,Kidder County,2435,ND,0
600,440,443,884,887,LaMoure County,4139,ND,0
600,477,480,836,839,Logan County,1990,ND,0
600,468,471,787,934,McHenry County,5395,ND,0
600,440,443,747,803,McIntosh County,2809,ND,0
653,479,483,962,966,McKenzie County,6360,ND,0
600,480,483,818,861,McLean County,8962,ND,0
600,485,506,884,887,Mercer County,8424,ND,0
759,535,607,1076,1269,Morton County,27471,ND,1
1093,883,922,1361,1907,Mountrail County,7673,ND,0
600,485,506,836,839,Nelson County,3126,ND,0
600,477,480,836,839,Oliver County,1846,ND,0
600,485,506,747,802,Pembina County,7413,ND,0
600,485,506,884,887,Pierce County,4357,ND,0
600,468,471,823,826,Ramsey County,11451,ND,0
651,482,485,959,963,Ransom County,5457,ND,0
600,440,443,884,887,Renville County,2470,ND,0
600,441,444,879,949,Richland County,16321,ND,0
600,485,506,884,966,Rolette County,13937,ND,0
600,440,443,865,945,Sargent County,3829,ND,0
600,485,494,836,839,Sheridan County,1321,ND,0
600,477,480,827,830,Sioux County,4153,ND,0
612,487,490,853,856,Slope County,727,ND,0
741,599,625,1028,1032,Stark County,24199,ND,0
600,482,485,795,814,Steele County,1975,ND,0
612,462,465,762,1004,Stutsman County,21100,ND,0
600,440,443,836,981,Towner County,2246,ND,0
600,440,443,765,803,Traill County,8121,ND,0
600,485,506,811,908,Walsh County,11119,ND,0
1142,812,866,1683,1752,Ward County,61675,ND,0
600,485,506,884,951,Wells County,4207,ND,0
1078,811,884,1343,1441,Williams County,22398,ND,0
634,431,501,803,847,Adams County,28550,OH,0
635,471,474,791,861,Allen County,106331,OH,1
663,394,521,938,981,Ashland County,53139,OH,0
646,426,496,874,879,Ashtabula County,101497,OH,0
707,571,596,890,945,Athens County,64757,OH,0
649,393,480,891,1066,Auglaize County,45949,OH,0
634,481,509,814,847,Belmont County,70400,OH,1
635,378,489,900,962,Brown County,44846,OH,1
769,463,579,1065,1173,Butler County,368130,OH,1
675,414,519,887,952,Carroll County,28836,OH,1
634,413,519,934,1008,Champaign County,40097,OH,0
680,463,522,896,982,Clark County,138333,OH,1
769,463,579,1065,1173,Clermont County,197363,OH,1
662,448,489,865,1032,Clinton County,42040,OH,0
645,411,500,854,935,Columbiana County,107841,OH,0
634,431,496,874,895,Coshocton County,36901,OH,0
634,390,469,894,898,Crawford County,43784,OH,0
764,502,603,1023,1057,Cuyahoga County,1280122,OH,1
634,464,522,916,1029,Darke County,52959,OH,0
634,488,491,835,1079,Defiance County,39037,OH,0
811,501,624,1046,1209,Delaware County,174214,OH,1
716,426,580,933,957,Erie County,77079,OH,1
811,501,624,1046,1209,Fairfield County,146156,OH,1
707,519,523,881,1044,Fayette County,29030,OH,0
811,501,624,1046,1209,Franklin County,1163414,OH,1
679,404,518,916,968,Fulton County,42698,OH,1
634,431,510,836,944,Gallia County,30934,OH,0
764,502,603,1023,1057,Geauga County,93389,OH,1
726,493,554,972,1089,Greene County,161573,OH,1
634,377,496,792,884,Guernsey County,40087,OH,0
769,463,579,1065,1173,Hamilton County,802374,OH,1
660,403,515,964,996,Hancock County,74782,OH,0
634,415,495,876,1056,Hardin County,32058,OH,0
634,377,527,902,905,Harrison County,15864,OH,0
651,442,537,945,1153,Henry County,28215,OH,0
634,387,482,790,847,Highland County,43589,OH,0
634,431,496,842,847,Hocking County,29380,OH,0
634,431,491,798,847,Holmes County,42366,OH,0
634,377,479,890,1004,Huron County,59626,OH,0
634,512,530,837,847,Jackson County,33225,OH,0
656,462,533,879,1007,Jefferson County,69709,OH,1
634,502,506,884,950,Knox County,60921,OH,0
764,502,603,1023,1057,Lake County,230041,OH,1
638,380,519,843,1035,Lawrence County,62450,OH,1
811,501,624,1046,1209,Licking County,166492,OH,1
674,495,498,894,1032,Logan County,45858,OH,0
764,502,603,1023,1057,Lorain County,301356,OH,1
679,404,518,916,968,Lucas County,441815,OH,1
